baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,cross_job_task_group_size,unique_task_ratio,cross_job_prefix_hit_rate_observed
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,232.09730924088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20936.8367763374,0.0,0.301255230125523,720.0,0.5723076923076923,1009.0,219009777664.0,312795442370560.0,3.9656304553958046,5570560.0,5079040.0,2.31626244096,62.559088474112,0.03489660928,0.1778921766912,0.21696046567014401,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30132.57461759983,446710153216.0,251222032384.0,222365220864.0,259.06975101679564,860.2974601089954,0.20237360149621964,3.635215573012829,185.04853267222643,1713.3307959884405,5.711102653294802,0.00037258083053068986,2,1.0,0.03461538461538462
waferagent_full,1.0,300,4.152186660482834,151826.08930277498,37280.0911798701,54249.79644570727,70196.37413266087,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169373,5.187561146980755,5.880168681599583,33010.75605911872,42725.37192769322,0.301255230125523,720.0,0.3961038961038961,2496.0,535352573952.0,6665554746368.0,2.1297665426823342,5570560.0,5079040.0,2.31626244096,1.3331109492736,1.4954109756906,0.43365076828160004,0.018594783780686,72330685238228.0,87617332838400.0,0.17447058823813377,analytical,,662250.2206046229,0.0,72330685238228.0,472.0,2.0,821.0,472.0,0.0,0.0,0.0,0.0,349.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30132.574617599927,29660352924628.0,247866589184.0,542063460352.0,259.8736062645912,882.2799529880285,0.28811395168304443,187.62259930372238,335.488417185843,1893.232119269669,6.310773730898897,0.00022008864499010975,2,1.0,0.03461538461538462
apc_like,1.0,300,8.905679525190012,325639.14039841446,6491.312663243985,33538.864700299186,33686.368249771396,5.470998056130902,232.6648597628681,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20909.252937265384,0.0,0.8470588235294118,2160.0,0.8176923076923077,367.0,142824439808.0,312345074784256.0,3.9674458386256055,5406720.0,5242880.0,2.25183793152,62.469014956851204,0.03489660928,0.11694390640640001,0.21624231134685867,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30824.005631999808,544370327552.0,153561858048.0,146179883008.0,259.55785531550646,845.7067096605897,0.06336625665426254,3.449244424700737,172.60393220931292,1769.8290012776852,5.89943000425895,0.0003849519272726993,5,0.0,0.09615384615384616
waferagent_full,1.0,300,4.154971754727391,151927.927202192,26338.656142110478,52452.076719518474,70147.94393898394,4.77839052148836,13.429570094938194,144.01109532862264,1.506830874244968,5.187561146980762,5.880168681599583,26025.518458958893,34060.26176330904,0.8470588235294118,2160.0,0.6263326226012793,1201.0,394985996288.0,6171960663040.0,2.3124816921192197,5406720.0,5242880.0,2.25183793152,1.234392132608,1.8271327747888502,0.32135750615040004,0.018782401150224167,67624260075105.0,87617332838400.0,0.22818627451454043,analytical,,771703.532968344,0.0,67624260075105.0,749.0,2.0,1520.0,749.0,0.0,0.0,0.0,0.0,771.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30824.005631999724,36365848804961.0,176806690816.0,401696882688.0,258.6341109126806,795.5326847732067,0.06641726940870285,190.2838358655572,325.8782336488366,1796.0232328623533,5.986744109541178,0.0002384959716166523,5,0.0,0.09615384615384616
apc_like,1.0,300,8.905679525190012,325639.14039841446,6491.312663243985,33467.13296010347,33686.368249771396,13.429570094938194,227.77586540088632,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20922.47065876099,0.0,0.7923410975128307,2007.0,0.7792307692307693,467.0,157823270912.0,312428574988288.0,3.9671261137926805,5424128.0,5225472.0,2.258683035648,62.4857149976576,0.03489660928,0.1289429712896,0.21636079204625067,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30750.54108671981,527089795072.0,170842390528.0,161178714112.0,258.9350864291191,786.0819781199098,0.07806066423654556,3.566727042198181,243.58615465462208,1692.7655590698123,5.642551863566041,0.00036839408589690474,5,0.1,0.08961538461538461
waferagent_full,1.0,300,4.130449538538578,151031.26419317594,25597.773252830484,51869.43758396631,70576.60652042388,4.77839052148836,13.429570094938194,144.01109532862264,1.6122797722518438,5.187561146980762,5.880168681599583,26375.000051537332,34266.55136952354,0.7923410975128307,2007.0,0.5846074112464369,1402.0,418818031616.0,6156349463552.0,2.332271372268034,5424128.0,5225472.0,2.258683035648,1.2312698927104002,1.7772037799742002,0.34042313441280003,0.018691932809151338,68408091606652.0,87617332838400.0,0.21924019608285972,analytical,,753922.3089381369,0.0,68408091606652.0,704.0,2.0,1463.0,704.0,0.0,0.0,0.0,0.0,759.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30750.541086719786,35355650686588.0,188424912896.0,425528918016.0,260.60906145721674,799.3013933300972,0.08829310536384583,189.40922804176807,328.3882066607475,1799.6972538530827,5.998990846176942,0.00023497700964899721,5,0.1,0.08961538461538461
apc_like,1.0,300,8.905679525190012,325639.14039841446,6521.51237012398,33398.74999448736,33686.368249771396,13.429570094938194,227.77586540088632,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20941.602631619455,0.0,0.684,1710.0,0.7146153846153847,636.0,178887065600.0,312552206292992.0,3.9666008329682296,5457920.0,5191680.0,2.27197059072,62.510441258598405,0.03489660928,0.14579400704,0.21654367488546133,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30607.933439999815,501596815360.0,196335370240.0,182242508800.0,258.96093249320984,850.5867393687367,0.0988934189081192,3.4749526530504227,176.7315361648798,1687.6837583258748,5.625612527752916,0.00036724310744473866,5,0.25,0.07692307692307693
waferagent_full,1.0,300,4.067008451868958,148711.51971207242,29318.931849464116,53944.577813918484,71709.57929098383,4.77839052148836,13.429570094938194,144.01109532862264,1.727314933716934,5.187561146980762,5.880168681599583,28743.97933603462,36536.48679604903,0.684,1710.0,0.5125739644970414,1776.0,464041017344.0,6324666883072.0,2.3060298606164498,5457920.0,5191680.0,2.27197059072,1.2649333766144002,1.6752627312061001,0.3766015229952,0.018629227405119,69839604206458.0,87617332838400.0,0.20290196078818057,analytical,,721520.9673719816,0.0,69839604206458.0,622.0,2.0,1355.0,622.0,0.0,0.0,0.0,0.0,733.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30607.93343999989,33295447149434.0,209807474688.0,470751903744.0,261.02982088923454,887.7065470442176,0.11153053492307663,189.67615254223347,329.5172629877925,1895.4858276993036,6.318286092331012,0.00023208864031614552,5,0.25,0.07692307692307693
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,227.77586540088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20941.06881983274,0.0,0.5281173594132029,1296.0,0.6373076923076924,838.0,200336736256.0,312684813408256.0,3.966023071363019,5505024.0,5144576.0,2.2904926371839998,62.536962681651204,0.03489660928,0.16295374356480002,0.2167510189056,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30409.14702335982,473973129216.0,223959056384.0,203692179456.0,259.15911607444286,854.4282894581556,0.15764962881803513,3.5551171749830246,180.99839705973864,1700.825379230082,5.66941793076694,0.00036997486864456634,5,0.5,0.05923076923076923
waferagent_full,1.0,300,4.1214994204808235,150704.0001430215,32658.280552504057,57917.42280911853,70734.3304013838,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169373,5.187561146980762,5.880168681599583,30876.09142460404,39016.73506917189,0.5281173594132029,1296.0,0.44193097014925375,2192.0,511503761408.0,6474546142208.0,2.222521619514271,5505024.0,5144576.0,2.2904926371839998,1.2949092284416002,1.57099166268025,0.4145717182464,0.018569884155174167,71408126263013.0,87617332838400.0,0.18500000000322991,analytical,,684773.1043762193,0.0,71408126263013.0,529.0,2.0,1167.0,529.0,0.0,0.0,0.0,0.0,638.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30409.147023359877,31185858199269.0,233975054336.0,518214647808.0,262.39151507616043,889.3647193908691,0.17116032540798187,190.71013387292624,337.2862935066223,1905.29749635607,6.350991654520233,0.00022416115845718207,5,0.5,0.05923076923076923
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,232.09730924088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20940.809377228183,0.0,0.36627906976744184,882.0,0.5861538461538461,973.0,216358977536.0,312776886769664.0,3.9657026535675577,5552128.0,5097472.0,2.309014683648,62.555377353932805,0.03489660928,0.17577153658880001,0.2169168672781653,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30210.360606719823,451776872448.0,246155313152.0,219714420736.0,258.92528239637613,850.9294800460339,0.18631014972925186,3.6773867905139923,182.43320658802986,1776.6378615051508,5.922126205017169,0.00038636162175060743,5,0.75,0.04153846153846154
waferagent_full,1.0,300,4.178084307610498,152773.04540254708,35965.411293303994,56592.58460572614,69727.03047562372,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169373,5.187561146980755,5.880168681599583,32152.980906167588,41150.46551672222,0.36627906976744184,882.0,0.40806159420289856,2413.0,529019174912.0,6589537180672.0,2.1538163525045375,5552128.0,5097472.0,2.309014683648,1.3179074361344,1.514598742085,0.4285840490496,0.018567016369723334,72075564180836.0,87617332838400.0,0.17738235294412563,analytical,,668572.4335931411,0.0,72075564180836.0,488.0,2.0,954.0,488.0,0.0,0.0,0.0,0.0,466.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30210.36060671991,30048050898276.0,243923943424.0,535730061312.0,260.19844971597195,798.9878132939339,0.22018980234861374,188.9792215079069,334.8431773483753,1814.0862490981817,6.0469541636606055,0.0002119905468339167,5,0.75,0.04153846153846154
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,232.09730924088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20936.8367763374,0.0,0.301255230125523,720.0,0.5723076923076923,1009.0,219009777664.0,312795442370560.0,3.9656304553958046,5570560.0,5079040.0,2.31626244096,62.559088474112,0.03489660928,0.1778921766912,0.21696046567014401,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30132.57461759983,446710153216.0,251222032384.0,222365220864.0,258.2306731492281,790.0778148323298,0.2147536724805832,3.548193722963333,256.59214798361063,1715.0401659309864,5.716800553103288,0.000372952550034226,5,1.0,0.03461538461538462
waferagent_full,1.0,300,4.152186660482834,151826.08930277498,37280.0911798701,54249.79644570727,70196.37413266087,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169373,5.187561146980755,5.880168681599583,33010.75605911872,42725.37192769322,0.301255230125523,720.0,0.3961038961038961,2496.0,535352573952.0,6665554746368.0,2.1297665426823342,5570560.0,5079040.0,2.31626244096,1.3331109492736,1.4954109756906,0.43365076828160004,0.018594783780686,72330685238228.0,87617332838400.0,0.17447058823813377,analytical,,662250.2206046229,0.0,72330685238228.0,472.0,2.0,821.0,472.0,0.0,0.0,0.0,0.0,349.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30132.574617599927,29660352924628.0,247866589184.0,542063460352.0,259.546366520226,800.7124690338969,0.23736804723739624,190.0515491142869,410.6843024492264,1892.5320766866207,6.308440255622069,0.00022000726488781257,5,1.0,0.03461538461538462
apc_like,1.0,300,8.905679525190012,325639.14039841446,6491.312663243985,33538.864700299186,33686.368249771396,5.470998056130902,232.6648597628681,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20894.334626459946,0.0,0.9105058365758755,2340.0,0.865,239.0,124025569280.0,312243413243904.0,3.967774283429947,5386240.0,5263360.0,2.24378486784,62.4486826487808,0.03489660928,0.10190480998399999,0.21609756311961603,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30910.434508799808,565853552640.0,132078632960.0,127381012480.0,259.7063696011901,789.6432671695948,0.041765160858631134,3.4862589091062546,169.47743948549032,1687.51263897866,5.625042129928867,0.0003668039510384008,10,0.0,0.10384615384615385
waferagent_full,1.0,300,4.949917318977942,180995.37674086812,20131.737023390502,43432.64076719842,58552.35998794402,4.77839052148836,144.01109532862264,144.01109532862264,1.3774163176009282,5.187561146980762,5.880168681599587,18772.781565060894,25169.520028244362,0.9105058365758755,2340.0,0.7163726571113561,828.0,335720480768.0,5141210455040.0,2.3250227888185138,5386240.0,5263360.0,2.24378486784,1.028242091008,1.9751588226439503,0.2739450937344,0.018403769584087834,66594756414223.0,87617332838400.0,0.23993627451489197,analytical,,797782.643058276,0.0,66594756414223.0,801.0,2.0,1585.0,801.0,0.0,0.0,0.0,0.0,784.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30910.43450879966,39349983693583.0,153192759296.0,342431367168.0,262.4356020241976,799.7375000268221,0.047917477786540985,190.23844692856073,320.82407642155886,1869.521638378501,6.231738794595003,0.000325320691007187,10,0.0,0.10384615384615385
apc_like,1.0,300,8.905679525190012,325639.14039841446,6491.312663243985,33538.864700299186,33686.368249771396,5.470998056130902,232.6648597628681,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20914.427080576992,0.0,0.853448275862069,2178.0,0.816923076923077,364.0,142665056256.0,312349998897152.0,3.9673613780671317,5404672.0,5244928.0,2.251032625152,62.4699997794304,0.03489660928,0.1168163995648,0.216242484711424,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30832.64851967981,544798146560.0,153134039040.0,146020499456.0,258.8120410218835,857.3906011879444,0.055062584578990936,3.534039482474327,172.2864406183362,1700.1757510006428,5.667252503335476,0.00036976053410553986,10,0.1,0.09692307692307692
waferagent_full,1.0,300,4.490517971073186,164197.28645161472,21227.641157470498,47341.06261679846,64752.72483818397,4.77839052148836,13.429570094938194,144.01109532862264,1.6122797722518436,5.187561146980762,5.880168681599587,21762.011895707667,28714.612632406057,0.853448275862069,2178.0,0.6430474160895046,1139.0,384030474240.0,5646649252864.0,2.336518884506986,5404672.0,5244928.0,2.251032625152,1.1293298505728,1.8673551435159501,0.312593088512,0.0185343690258425,67619106114351.0,87617332838400.0,0.22824509804393844,analytical,,770913.2563447794,0.0,67619106114351.0,747.0,2.0,1524.0,747.0,0.0,0.0,0.0,0.0,777.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30832.648519679726,37172477217583.0,174625652736.0,390741360640.0,259.58414003252983,897.2344109788537,0.06070360541343689,193.3670099824667,324.7383749112487,1895.6502918154001,6.3188343060513334,0.00028861529002938407,10,0.1,0.09692307692307692
apc_like,1.0,300,8.905679525190012,325639.14039841446,6519.83464852398,33398.74999448736,33686.368249771396,13.429570094938194,227.77586540088632,232.6648597628681,2.0340753642793494,6.572776216218417,6.572776216218417,20938.873402701833,0.0,0.7467248908296943,1881.0,0.7461538461538462,550.0,168552300544.0,312494995986432.0,3.9667978735914398,5438464.0,5211136.0,2.264320180224,62.4989991972864,0.03489660928,0.1375261949952,0.21645247393928532,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30690.040872959813,514481717248.0,183450468352.0,171907743744.0,262.37938180565834,858.0415360629559,0.12657418847084045,3.7798676639795303,185.46056281775236,1717.3071382567286,5.7243571275224285,0.00037375055777027827,10,0.25,0.08423076923076923
waferagent_full,1.0,300,4.0928596252303375,149656.77648308902,27058.062964190474,53171.48310063848,71243.67191050386,4.77839052148836,13.429570094938194,144.01109532862264,1.6122797722518438,5.187561146980762,5.880168681599583,27310.86178662412,34876.632952800355,0.7467248908296943,1881.0,0.5603339236023274,1537.0,434689277952.0,6262717012992.0,2.3139621354579814,5438464.0,5211136.0,2.264320180224,1.2525434025984001,1.7466021379914,0.35312013148160004,0.018721952840984667,69058779152020.0,87617332838400.0,0.2118137254943505,analytical,,738116.7764668417,0.0,69058779152020.0,664.0,2.0,1415.0,664.0,0.0,0.0,0.0,0.0,751.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30690.04087295987,34735682223764.0,196360536064.0,441400164352.0,263.01135029643774,893.5230066999793,0.10448135435581207,192.05960910767317,331.6411077976227,1904.2377918958664,6.347459306319554,0.00024249705689282231,10,0.25,0.08423076923076923
apc_like,1.0,300,8.904969917777654,325613.19336684584,6521.51237012398,33398.74999448736,33689.052604331395,13.429570094938194,227.77586540088632,235.34921432286808,2.0340753642793494,6.572776216218417,6.572776216218417,20934.46038389461,0.0,0.5932066316215123,1467.0,0.6642307692307692,764.0,183727292416.0,312603645237248.0,3.9661752570574946,5485568.0,5164032.0,2.282842226688,62.5207290474496,0.03489660928,0.14966618849280003,0.21662711357303466,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30491.254456319817,493132709888.0,204799475712.0,187082735616.0,260.6134060770273,861.1463718116283,0.13065431267023087,3.589080646634102,185.75282115489244,1800.455754622817,6.0015191820760565,0.00039176774934572756,10,0.5,0.06653846153846153
waferagent_full,1.0,300,4.183706956297184,152978.63942599198,31192.621155064073,57144.32831631853,69652.03016650381,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169365,5.187561146980762,5.880168681599583,30162.334307414367,37872.68016783349,0.5932066316215123,1467.0,0.4690391459074733,2037.0,492771999744.0,6381776526336.0,2.220911227191689,5485568.0,5164032.0,2.282842226688,1.2763553052671999,1.6235942746372,0.39958630891520003,0.018607927051692,70880704279048.0,87617332838400.0,0.19101960784655214,analytical,,695441.838794344,0.0,70880704279048.0,556.0,2.0,1245.0,556.0,0.0,0.0,0.0,0.0,689.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30491.254456319886,32246517150216.0,225368342528.0,499482886144.0,264.08091746270657,892.9988285526633,0.15726778656244278,192.34513584524393,336.5233112126589,1914.6782523021102,6.382260841007034,0.00022844853978610304,10,0.5,0.06653846153846153
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,232.09730924088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20941.07197194945,0.0,0.391304347826087,945.0,0.5919230769230769,958.0,215142629376.0,312768212948992.0,3.965729810330297,5544960.0,5104640.0,2.30619611136,62.55364258979841,0.03489660928,0.17479845806080002,0.21689844589499738,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30240.610713599825,453932744704.0,243999440896.0,218498072576.0,260.4756550863385,858.1311265006661,0.189206562936306,3.6068931221961975,185.76290179044008,1792.8345454856753,5.9761151516189175,0.000389890935709515,10,0.75,0.04423076923076923
waferagent_full,1.0,300,4.178876618104996,152802.0164998819,35600.33866802399,56589.73206876614,69734.91555690372,4.77839052148836,13.429570094938194,144.01109532862264,1.7273149337169373,5.187561146980755,5.880168681599583,32006.908764392945,40882.87475355116,0.391304347826087,945.0,0.4152445961319681,2369.0,524044730368.0,6570604092416.0,2.159608892362648,5544960.0,5104640.0,2.30619611136,1.3141208184831998,1.52747290655455,0.42460449341440004,0.0185746477660405,71945426671763.0,87617332838400.0,0.17886764706182068,analytical,,671338.4017756179,0.0,71945426671763.0,495.0,2.0,981.0,495.0,0.0,0.0,0.0,0.0,486.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30240.610713599905,30308168210579.0,241289920512.0,530755616768.0,261.6314133629203,800.5470326170325,0.1957947388291359,189.06241096556187,336.5719001740217,1819.268835708499,6.064229452361663,0.00021285055484808008,10,0.75,0.04423076923076923
apc_like,1.0,300,8.904537209782546,325597.3712547687,6521.51237012398,33398.74999448736,33690.6896936114,13.429570094938194,232.09730924088632,236.9863036028681,2.0340753642793494,6.572776216218417,6.572776216218417,20936.8367763374,0.0,0.301255230125523,720.0,0.5723076923076923,1009.0,219009777664.0,312795442370560.0,3.9656304553958046,5570560.0,5079040.0,2.31626244096,62.559088474112,0.03489660928,0.1778921766912,0.21696046567014401,87617332838400.0,87617332838400.0,0.0,analytical,,1683627.180032,0.0,87617332838400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30132.57461759983,446710153216.0,251222032384.0,222365220864.0,256.2353406101465,785.9338093549013,0.19790418446063995,3.5969577729701996,256.9185346364975,1705.471041612327,5.68490347204109,0.00037087164873107704,10,1.0,0.03461538461538462
