baseline,workflow_latency,state_materialization_bytes,state_movement_byte_hop,max_link_utilization,region_memory_pressure,critical_path_wait,average_wave_batch_size,wave_count,duplicate_state_materialization_bytes,notes,mesh,region_memory_capacity,shared_state_size,branch_width,input_redundancy_ratio
WaferStateFlow,63.01708361696001,112808,385334272,1.3649015369947324e-07,0.08020782470703125,510.46003779328,6.6,5,846372,hot-state-seeded wave scheduling with policy-driven placement,8x8,268435456,12000,8,10.196097179364596
request_parallel_gpu_like,4.2320128009556255,6116,6116,7.526954233095352e-12,0.01166534423828125,0.0,1.25,4,4208,ready requests assigned to worker-local caches,16x16,67108864,200,1,1.6880313930673643
helium_like_operator_schedule,5.412016000955626,6116,6116,5.885822706555565e-12,0.0,0.0,1.0,5,4208,operator-centric wave with per-wave unique-state reuse,16x16,67108864,200,1,1.6880313930673643
wafer_request_centric,4.232,6116,0,0.0,0.0233306884765625,0.0,1.25,4,4208,wafer backend without state-centric wave formation,16x16,67108864,200,1,1.6880313930673643
WaferStateFlow,5.412,10324,0,0.0,0.0233306884765625,4.0,1.0,5,4208,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,200,1,1.6880313930673643
request_parallel_gpu_like,5.458012802140625,13700,13700,1.3073286790144879e-11,0.01596832275390625,0.0,2.25,4,8600,ready requests assigned to worker-local caches,16x16,67108864,200,2,1.7224462365591398
helium_like_operator_schedule,6.022116001860001,11904,11904,1.0295384542717307e-11,0.0,0.0,1.8,5,8600,operator-centric wave with per-wave unique-state reuse,16x16,67108864,200,2,1.7224462365591398
wafer_request_centric,5.45801827008,13700,35008512,3.3406997004670604e-08,0.0373992919921875,0.0,2.25,4,8600,wafer backend without state-centric wave formation,16x16,67108864,200,2,1.7224462365591398
WaferStateFlow,10.701999999999998,17944,0,0.0,0.04541015625,4.0,1.0,9,8600,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,200,2,1.7224462365591398
request_parallel_gpu_like,12.706016008930002,57152,57152,2.3427222699661444e-11,0.03800201416015625,0.0,6.6,5,34532,ready requests assigned to worker-local caches,16x16,67108864,200,8,1.7701846730306003
helium_like_operator_schedule,12.046316007005625,44836,44836,1.9385248834376215e-11,0.0,0.0,6.6,5,34532,operator-centric wave with per-wave unique-state reuse,16x16,67108864,200,8,1.7701846730306003
wafer_request_centric,12.70604804608,57152,205094912,8.407040983889737e-08,0.140777587890625,0.0,6.6,5,34532,wafer backend without state-centric wave formation,16x16,67108864,200,8,1.7701846730306003
WaferStateFlow,11.47457863856,65608,78326784,3.5552678041622263e-08,0.140777587890625,44.27545267584,6.6,5,34532,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,200,8,1.7701846730306003
request_parallel_gpu_like,7.752012801455624,9316,9316,6.259127090737312e-12,0.01776885986328125,0.0,1.25,4,9968,ready requests assigned to worker-local caches,16x16,67108864,1000,1,2.0699871189351655
helium_like_operator_schedule,9.892016001455625,9316,9316,4.9050500248072205e-12,0.0,0.0,1.0,5,9968,operator-centric wave with per-wave unique-state reuse,16x16,67108864,1000,1,2.0699871189351655
wafer_request_centric,7.752,9316,0,0.0,0.0355377197265625,0.0,1.25,4,9968,wafer backend without state-centric wave formation,16x16,67108864,1000,1,2.0699871189351655
WaferStateFlow,7.166799999999999,12884,0,0.0,0.0355377197265625,4.0,1.25,4,9968,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,1000,1,2.0699871189351655
request_parallel_gpu_like,8.978012803140624,20100,20100,1.166043113275345e-11,0.02207183837890625,0.0,2.25,4,21400,ready requests assigned to worker-local caches,16x16,67108864,1000,2,2.416843220338983
helium_like_operator_schedule,9.974116002359999,15104,15104,7.887081586784549e-12,0.0,0.0,1.8,5,21400,operator-centric wave with per-wave unique-state reuse,16x16,67108864,1000,2,2.416843220338983
wafer_request_centric,8.97802303168,20100,65482752,3.798787314273356e-08,0.0496063232421875,0.0,2.25,4,21400,wafer backend without state-centric wave formation,16x16,67108864,1000,2,2.416843220338983
WaferStateFlow,7.42793255136,22104,39368704,2.7604630483052923e-08,0.0496063232421875,12.83635249536,2.25,4,21400,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,1000,2,2.416843220338983
request_parallel_gpu_like,17.186016012930004,82752,82752,2.507852894328357e-11,0.04410552978515625,0.0,6.6,5,89572,ready requests assigned to worker-local caches,16x16,67108864,1000,8,2.8646848197185446
helium_like_operator_schedule,15.998316007505625,48036,48036,1.5638364680546647e-11,0.0,0.0,6.6,5,89572,operator-centric wave with per-wave unique-state reuse,16x16,67108864,1000,8,2.8646848197185446
wafer_request_centric,17.186073134080004,82752,365658112,1.1081468806022756e-07,0.152984619140625,0.0,6.6,5,89572,wafer backend without state-centric wave formation,16x16,67108864,1000,8,2.8646848197185446
WaferStateFlow,14.968986318560003,68808,127478784,4.4355174483443e-08,0.152984619140625,79.61000934784,6.6,5,89572,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,1000,8,2.8646848197185446
request_parallel_gpu_like,20.952012803330625,21316,21316,5.2988146950580785e-12,0.04065704345703125,0.0,1.25,4,31568,ready requests assigned to worker-local caches,16x16,67108864,4000,1,2.48095327453556
helium_like_operator_schedule,26.69201600333062,21316,21316,4.159327392860853e-12,0.0,0.0,1.0,5,31568,operator-centric wave with per-wave unique-state reuse,16x16,67108864,4000,1,2.48095327453556
wafer_request_centric,20.952,21316,0,0.0,0.0813140869140625,0.0,1.25,4,31568,wafer backend without state-centric wave formation,16x16,67108864,4000,1,2.48095327453556
WaferStateFlow,19.3588,24084,0,0.0,0.0813140869140625,4.0,1.25,4,31568,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,4000,1,2.48095327453556
request_parallel_gpu_like,22.178012806890624,44100,44100,1.0356541048106752e-11,0.04496002197265625,0.0,2.25,4,69400,ready requests assigned to worker-local caches,16x16,67108864,4000,2,3.560507674144038
helium_like_operator_schedule,24.794116004235,27104,27104,5.693555141976204e-12,0.0,0.0,1.8,5,69400,operator-centric wave with per-wave unique-state reuse,16x16,67108864,4000,2,3.560507674144038
wafer_request_centric,22.178040887679998,44100,179761152,4.221545107350282e-08,0.0953826904296875,0.0,2.25,4,69400,wafer backend without state-centric wave formation,16x16,67108864,4000,2,3.560507674144038
WaferStateFlow,17.93994091968,32504,51965952,1.5086783240355715e-08,0.0587615966796875,26.660364905279998,2.25,4,69400,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,4000,2,3.560507674144038
request_parallel_gpu_like,33.986016027930006,178752,178752,2.739361975333902e-11,0.06699371337890625,0.0,6.6,5,295972,ready requests assigned to worker-local caches,16x16,67108864,4000,8,5.929908721433806
helium_like_operator_schedule,30.818316009380624,60036,60036,1.0146157885616551e-11,0.0,0.0,6.6,5,295972,operator-centric wave with per-wave unique-state reuse,16x16,67108864,4000,8,5.929908721433806
wafer_request_centric,33.98616721408,178752,967770112,1.4830943723613344e-07,0.198760986328125,0.0,6.6,5,295972,wafer backend without state-centric wave formation,16x16,67108864,4000,8,5.929908721433806
WaferStateFlow,28.07300177408,80808,164954112,3.06036385746695e-08,0.137725830078125,197.11403319168,6.6,5,295972,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,4000,8,5.929908721433806
request_parallel_gpu_like,56.152012808330625,53316,53316,4.9452813196182115e-12,0.10169219970703125,0.0,1.25,4,89168,ready requests assigned to worker-local caches,16x16,67108864,12000,1,2.6724435441518493
helium_like_operator_schedule,71.49201600833064,53316,53316,3.884174982107685e-12,0.0,0.0,1.0,5,89168,operator-centric wave with per-wave unique-state reuse,16x16,67108864,12000,1,2.6724435441518493
wafer_request_centric,56.152,53316,0,0.0,0.2033843994140625,0.0,1.25,4,89168,wafer backend without state-centric wave formation,16x16,67108864,12000,1,2.6724435441518493
WaferStateFlow,51.8708,56084,0,0.0,0.2033843994140625,4.0,1.25,4,89168,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,12000,1,2.6724435441518493
request_parallel_gpu_like,57.37801281689063,108100,108100,9.812484010732318e-12,0.10599517822265625,0.0,2.25,4,197400,ready requests assigned to worker-local caches,16x16,67108864,12000,2,4.339875473741202
helium_like_operator_schedule,64.31411600923501,59104,59104,4.786403863331199e-12,0.0,0.0,1.8,5,197400,operator-centric wave with per-wave unique-state reuse,16x16,67108864,12000,2,4.339875473741202
wafer_request_centric,57.378088503680004,108100,484503552,4.3979436502806394e-08,0.2174530029296875,0.0,2.25,4,197400,wafer backend without state-centric wave formation,16x16,67108864,12000,2,4.339875473741202
WaferStateFlow,45.971971623360005,64504,289429504,3.279053040586465e-08,0.2174530029296875,63.52447921536,2.25,4,197400,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,12000,2,4.339875473741202
request_parallel_gpu_like,78.78601606793,434752,434752,2.8740294868838208e-11,0.12802886962890625,0.0,6.6,5,846372,ready requests assigned to worker-local caches,16x16,67108864,12000,8,10.196097179364596
helium_like_operator_schedule,70.33831601438062,92036,92036,6.8149792862351585e-12,0.0,0.0,6.6,5,846372,operator-centric wave with per-wave unique-state reuse,16x16,67108864,12000,8,10.196097179364596
wafer_request_centric,78.78641809408,434752,2573402112,1.7011988010414588e-07,0.320831298828125,0.0,6.6,5,846372,wafer backend without state-centric wave formation,16x16,67108864,12000,8,10.196097179364596
WaferStateFlow,63.01709191856,112808,803318784,6.639392381684513e-08,0.320831298828125,510.46016358784004,6.6,5,846372,hot-state-seeded wave scheduling with policy-driven placement,16x16,67108864,12000,8,10.196097179364596
request_parallel_gpu_like,4.2320128009556255,6116,6116,7.526954233095352e-12,0.01166534423828125,0.0,1.25,4,4208,ready requests assigned to worker-local caches,16x16,268435456,200,1,1.6880313930673643
helium_like_operator_schedule,5.412016000955626,6116,6116,5.885822706555565e-12,0.0,0.0,1.0,5,4208,operator-centric wave with per-wave unique-state reuse,16x16,268435456,200,1,1.6880313930673643
wafer_request_centric,4.232,6116,0,0.0,0.005832672119140625,0.0,1.25,4,4208,wafer backend without state-centric wave formation,16x16,268435456,200,1,1.6880313930673643
WaferStateFlow,5.412,10324,0,0.0,0.005832672119140625,4.0,1.0,5,4208,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,200,1,1.6880313930673643
request_parallel_gpu_like,5.458012802140625,13700,13700,1.3073286790144879e-11,0.01596832275390625,0.0,2.25,4,8600,ready requests assigned to worker-local caches,16x16,268435456,200,2,1.7224462365591398
helium_like_operator_schedule,6.022116001860001,11904,11904,1.0295384542717307e-11,0.0,0.0,1.8,5,8600,operator-centric wave with per-wave unique-state reuse,16x16,268435456,200,2,1.7224462365591398
wafer_request_centric,5.45801827008,13700,35008512,3.3406997004670604e-08,0.009349822998046875,0.0,2.25,4,8600,wafer backend without state-centric wave formation,16x16,268435456,200,2,1.7224462365591398
WaferStateFlow,10.701999999999998,17944,0,0.0,0.0113525390625,4.0,1.0,9,8600,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,200,2,1.7224462365591398
request_parallel_gpu_like,12.706016008930002,57152,57152,2.3427222699661444e-11,0.03800201416015625,0.0,6.6,5,34532,ready requests assigned to worker-local caches,16x16,268435456,200,8,1.7701846730306003
helium_like_operator_schedule,12.046316007005625,44836,44836,1.9385248834376215e-11,0.0,0.0,6.6,5,34532,operator-centric wave with per-wave unique-state reuse,16x16,268435456,200,8,1.7701846730306003
wafer_request_centric,12.70604804608,57152,205094912,8.407040983889737e-08,0.03519439697265625,0.0,6.6,5,34532,wafer backend without state-centric wave formation,16x16,268435456,200,8,1.7701846730306003
WaferStateFlow,11.47457863856,65608,78326784,3.5552678041622263e-08,0.03519439697265625,44.27545267584,6.6,5,34532,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,200,8,1.7701846730306003
request_parallel_gpu_like,7.752012801455624,9316,9316,6.259127090737312e-12,0.01776885986328125,0.0,1.25,4,9968,ready requests assigned to worker-local caches,16x16,268435456,1000,1,2.0699871189351655
helium_like_operator_schedule,9.892016001455625,9316,9316,4.9050500248072205e-12,0.0,0.0,1.0,5,9968,operator-centric wave with per-wave unique-state reuse,16x16,268435456,1000,1,2.0699871189351655
wafer_request_centric,7.752,9316,0,0.0,0.008884429931640625,0.0,1.25,4,9968,wafer backend without state-centric wave formation,16x16,268435456,1000,1,2.0699871189351655
WaferStateFlow,7.166799999999999,12884,0,0.0,0.008884429931640625,4.0,1.25,4,9968,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,1000,1,2.0699871189351655
request_parallel_gpu_like,8.978012803140624,20100,20100,1.166043113275345e-11,0.02207183837890625,0.0,2.25,4,21400,ready requests assigned to worker-local caches,16x16,268435456,1000,2,2.416843220338983
helium_like_operator_schedule,9.974116002359999,15104,15104,7.887081586784549e-12,0.0,0.0,1.8,5,21400,operator-centric wave with per-wave unique-state reuse,16x16,268435456,1000,2,2.416843220338983
wafer_request_centric,8.97802303168,20100,65482752,3.798787314273356e-08,0.012401580810546875,0.0,2.25,4,21400,wafer backend without state-centric wave formation,16x16,268435456,1000,2,2.416843220338983
WaferStateFlow,7.42793255136,22104,39368704,2.7604630483052923e-08,0.012401580810546875,12.83635249536,2.25,4,21400,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,1000,2,2.416843220338983
request_parallel_gpu_like,17.186016012930004,82752,82752,2.507852894328357e-11,0.04410552978515625,0.0,6.6,5,89572,ready requests assigned to worker-local caches,16x16,268435456,1000,8,2.8646848197185446
helium_like_operator_schedule,15.998316007505625,48036,48036,1.5638364680546647e-11,0.0,0.0,6.6,5,89572,operator-centric wave with per-wave unique-state reuse,16x16,268435456,1000,8,2.8646848197185446
wafer_request_centric,17.186073134080004,82752,365658112,1.1081468806022756e-07,0.03824615478515625,0.0,6.6,5,89572,wafer backend without state-centric wave formation,16x16,268435456,1000,8,2.8646848197185446
WaferStateFlow,14.968986318560003,68808,127478784,4.4355174483443e-08,0.03824615478515625,79.61000934784,6.6,5,89572,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,1000,8,2.8646848197185446
request_parallel_gpu_like,20.952012803330625,21316,21316,5.2988146950580785e-12,0.04065704345703125,0.0,1.25,4,31568,ready requests assigned to worker-local caches,16x16,268435456,4000,1,2.48095327453556
helium_like_operator_schedule,26.69201600333062,21316,21316,4.159327392860853e-12,0.0,0.0,1.0,5,31568,operator-centric wave with per-wave unique-state reuse,16x16,268435456,4000,1,2.48095327453556
wafer_request_centric,20.952,21316,0,0.0,0.020328521728515625,0.0,1.25,4,31568,wafer backend without state-centric wave formation,16x16,268435456,4000,1,2.48095327453556
WaferStateFlow,19.3588,24084,0,0.0,0.020328521728515625,4.0,1.25,4,31568,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,4000,1,2.48095327453556
request_parallel_gpu_like,22.178012806890624,44100,44100,1.0356541048106752e-11,0.04496002197265625,0.0,2.25,4,69400,ready requests assigned to worker-local caches,16x16,268435456,4000,2,3.560507674144038
helium_like_operator_schedule,24.794116004235,27104,27104,5.693555141976204e-12,0.0,0.0,1.8,5,69400,operator-centric wave with per-wave unique-state reuse,16x16,268435456,4000,2,3.560507674144038
wafer_request_centric,22.178040887679998,44100,179761152,4.221545107350282e-08,0.023845672607421875,0.0,2.25,4,69400,wafer backend without state-centric wave formation,16x16,268435456,4000,2,3.560507674144038
WaferStateFlow,17.93994091968,32504,51965952,1.5086783240355715e-08,0.014690399169921875,26.660364905279998,2.25,4,69400,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,4000,2,3.560507674144038
request_parallel_gpu_like,33.986016027930006,178752,178752,2.739361975333902e-11,0.06699371337890625,0.0,6.6,5,295972,ready requests assigned to worker-local caches,16x16,268435456,4000,8,5.929908721433806
helium_like_operator_schedule,30.818316009380624,60036,60036,1.0146157885616551e-11,0.0,0.0,6.6,5,295972,operator-centric wave with per-wave unique-state reuse,16x16,268435456,4000,8,5.929908721433806
wafer_request_centric,33.98616721408,178752,967770112,1.4830943723613344e-07,0.04969024658203125,0.0,6.6,5,295972,wafer backend without state-centric wave formation,16x16,268435456,4000,8,5.929908721433806
WaferStateFlow,28.07300177408,80808,164954112,3.06036385746695e-08,0.03443145751953125,197.11403319168,6.6,5,295972,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,4000,8,5.929908721433806
request_parallel_gpu_like,56.152012808330625,53316,53316,4.9452813196182115e-12,0.10169219970703125,0.0,1.25,4,89168,ready requests assigned to worker-local caches,16x16,268435456,12000,1,2.6724435441518493
helium_like_operator_schedule,71.49201600833064,53316,53316,3.884174982107685e-12,0.0,0.0,1.0,5,89168,operator-centric wave with per-wave unique-state reuse,16x16,268435456,12000,1,2.6724435441518493
wafer_request_centric,56.152,53316,0,0.0,0.050846099853515625,0.0,1.25,4,89168,wafer backend without state-centric wave formation,16x16,268435456,12000,1,2.6724435441518493
WaferStateFlow,51.8708,56084,0,0.0,0.050846099853515625,4.0,1.25,4,89168,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,12000,1,2.6724435441518493
request_parallel_gpu_like,57.37801281689063,108100,108100,9.812484010732318e-12,0.10599517822265625,0.0,2.25,4,197400,ready requests assigned to worker-local caches,16x16,268435456,12000,2,4.339875473741202
helium_like_operator_schedule,64.31411600923501,59104,59104,4.786403863331199e-12,0.0,0.0,1.8,5,197400,operator-centric wave with per-wave unique-state reuse,16x16,268435456,12000,2,4.339875473741202
wafer_request_centric,57.378088503680004,108100,484503552,4.3979436502806394e-08,0.054363250732421875,0.0,2.25,4,197400,wafer backend without state-centric wave formation,16x16,268435456,12000,2,4.339875473741202
WaferStateFlow,45.971971623360005,64504,289429504,3.279053040586465e-08,0.054363250732421875,63.52447921536,2.25,4,197400,hot-state-seeded wave scheduling with policy-driven placement,16x16,268435456,12000,2,4.339875473741202
request_parallel_gpu_like,78.78601606793,434752,434752,2.8740294868838208e-11,0.12802886962890625,0.0,6.6,5,846372,ready requests assigned to worker-local caches,16x16,268435456,12000,8,10.196097179364596
helium_like_operator_schedule,70.33831601438062,92036,92036,6.8149792862351585e-12,0.0,0.0,6.6,5,846372,operator-centric wave with per-wave unique-state reuse,16x16,268435456,12000,8,10.196097179364596
wafer_request_centric,78.78641809408,434752,2573402112,1.7011988010414588e-07,0.08020782470703125,0.0,6.6,5,846372,wafer backend without state-centric wave formation,16x16,268435456,12000,8,10.196097179364596
